bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2025JCAP...09..020B,The effects of continuum fitting on Lyman-α forest correlations,2025,9,Journal of Cosmology and Astroparticle Physics,2025,020,45,1,8,baryon acoustic oscillations; Lyman alpha forest; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/09/020,arXiv:2506.15262,https://ui.adsabs.harvard.edu/abs/2025JCAP...09..020B
2025JCAP...09..008A,DESI 2024 V: Full-Shape galaxy clustering from galaxies and quasars,2025,9,Journal of Cosmology and Astroparticle Physics,2025,008,199,1,177,baryon acoustic oscillations; cosmological parameters from LSS; power spectrum; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/09/008,arXiv:2411.12021,https://ui.adsabs.harvard.edu/abs/2025JCAP...09..008A
2025JCAP...09..007F,Exploring HOD-dependent systematics for the DESI 2024 Full-Shape galaxy clustering analysis,2025,9,Journal of Cosmology and Astroparticle Physics,2025,007,42,1,10,cosmological parameters from LSS; power spectrum; redshift surveys; dark energy experiments; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/09/007,arXiv:2411.12023,https://ui.adsabs.harvard.edu/abs/2025JCAP...09..007F
2025ApJ...990..231P,"Erratum: ""Tripling the Census of Dwarf AGN Candidates Using DESI Early Data"" (2025, ApJ, 982, 10)",2025,9,The Astrophysical Journal,990,231,49,1,1,,10.3847/1538-4357/adfee0,,https://ui.adsabs.harvard.edu/abs/2025ApJ...990..231P
2025ApJ...990..151A,"The Cosmic Evolution of C IV Absorbers at 1.4 < z < 4.5: Insights from 100,000 Systems in DESI Quasars",2025,9,The Astrophysical Journal,990,151,42,1,6,Quasar absorption line spectroscopy; Intergalactic medium; Redshift surveys; Astronomy software; 1317; 813; 1378; 1855; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/adef3c,arXiv:2504.20299,https://ui.adsabs.harvard.edu/abs/2025ApJ...990..151A
2025AJ....170..171L,SpecDis: Value Added Distance Catalog for 4 Million Stars from DESI Year-1 Data,2025,9,The Astronomical Journal,170,171,59,1,14,Astronomy data analysis; Stellar distance; Redshift surveys; 1858; 1595; 1378; Astrophysics of Galaxies; Solar and Stellar Astrophysics,10.3847/1538-3881/adf1a0,arXiv:2503.02291,https://ui.adsabs.harvard.edu/abs/2025AJ....170..171L
2025A&A...701A.139R,XUE: JWST spectroscopy of externally irradiated disks around young intermediate-mass stars,2025,9,Astronomy and Astrophysics,701,A139,20,3,10,planets and satellites: formation; protoplanetary disks; stars: pre-main sequence; infrared: ISM; infrared: stars; Solar and Stellar Astrophysics; Earth and Planetary Astrophysics,10.1051/0004-6361/202555456,arXiv:2505.06093,https://ui.adsabs.harvard.edu/abs/2025A&A...701A.139R
2025A&A...701A..14F,XUE: The CO<SUB>2</SUB>-rich terrestrial planet-forming region of an externally irradiated Herbig disk,2025,9,Astronomy and Astrophysics,701,A14,21,3,11,planets and satellites: formation; protoplanetary disks; stars: pre-main sequence; infrared: ISM; infrared: stars; Earth and Planetary Astrophysics,10.1051/0004-6361/202555718,arXiv:2507.13921,https://ui.adsabs.harvard.edu/abs/2025A&A...701A..14F
2025JCAP...10..087G,Using active learning to improve quasar identification for the DESI spectra processing pipeline,2025,10,Journal of Cosmology and Astroparticle Physics,2025,087,54,1,9,Machine learning; dark energy experiments; Instrumentation and Methods for Astrophysics; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/10/087,arXiv:2505.01596,https://ui.adsabs.harvard.edu/abs/2025JCAP...10..087G
2025JCAP...10..077D,Cosmology from Planck CMB lensing and DESI DR1 quasar tomography,2025,10,Journal of Cosmology and Astroparticle Physics,2025,077,63,1,15,cosmological parameters from LSS; gravitational lensing; power spectrum; baryon acoustic oscillations; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/10/077,arXiv:2506.22416,https://ui.adsabs.harvard.edu/abs/2025JCAP...10..077D
2025JCAP...10..004K,DESI DR1 Lyα 1D power spectrum: the optimal estimator measurement,2025,10,Journal of Cosmology and Astroparticle Physics,2025,004,64,1,13,Lyman alpha forest; power spectrum; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/10/004,arXiv:2505.07974,https://ui.adsabs.harvard.edu/abs/2025JCAP...10..004K
2025ApJ...992..121H,DESI Emission-line Galaxies: Clustering Dependence on Stellar Mass and [O II] Luminosity,2025,10,The Astrophysical Journal,992,121,52,1,2,Cosmology; Galaxies; Galaxy dark matter halos; Large-scale structure of the universe; 343; 573; 1880; 902; Astrophysics of Galaxies; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae0036,arXiv:2505.20430,https://ui.adsabs.harvard.edu/abs/2025ApJ...992..121H
2025RMxAA..61c.189M,"Blade Antenna-SDR System Prototype for the CANTAR Global 21-cm Experiment: Simulations, Measurements, and In-Situ Results",2025,11,Revista Mexicana de Astronomia y Astrofisica,61,189,6,6,1,cosmology: observations; dark ages; reionization; first stars; instrumentation: detectors; instrumentation: miscellaneous; radio continuum:general; site testing; Instrumentation and Methods for Astrophysics,10.22201/ia.01851101p.2025.61.03.07,arXiv:2508.18020,https://ui.adsabs.harvard.edu/abs/2025RMxAA..61c.189M
2025RMxAA..61c.134G,A New Set of Classical-Like Mass AssignmentSchemes for Power Spectrum Estimation,2025,11,Revista Mexicana de Astronomia y Astrofisica,61,134,2,2,0,cosmology: large-scale; cosmology: miscellaneous; methods: numerical; structure of Universe,10.22201/ia.01851101p.2025.61.03.02,,https://ui.adsabs.harvard.edu/abs/2025RMxAA..61c.134G
2025MNRAS.543.2078B,Constraining primordial non-Gaussianity from the large scale structure two-point and three-point correlation functions,2025,11,Monthly Notices of the Royal Astronomical Society,543,2078,51,1,11,early Universe; inflation; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1093/mnras/staf1411,arXiv:2403.18789,https://ui.adsabs.harvard.edu/abs/2025MNRAS.543.2078B
2025JCAP...11..079R,DESI DR1 Lyα 1D power spectrum: the Fast Fourier Transform estimator measurement,2025,11,Journal of Cosmology and Astroparticle Physics,2025,079,67,1,13,Lyman alpha forest; redshift surveys; intergalactic media; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/11/079,arXiv:2505.09493,https://ui.adsabs.harvard.edu/abs/2025JCAP...11..079R
2025JCAP...11..077M,A joint analysis of 3D clustering and galaxy × CMB-lensing cross-correlations with DESI DR1 galaxies,2025,11,Journal of Cosmology and Astroparticle Physics,2025,077,61,1,24,cosmological parameters from LSS; gravitational lensing; power spectrum; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/11/077,arXiv:2505.20656,https://ui.adsabs.harvard.edu/abs/2025JCAP...11..077M
2025JCAP...11..074T,Modeling of the high column density systems in the Lyman-Alpha forest,2025,11,Journal of Cosmology and Astroparticle Physics,2025,074,44,1,3,baryon acoustic oscillations; intergalactic media; Lyman alpha forest; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/11/074,arXiv:2506.13005,https://ui.adsabs.harvard.edu/abs/2025JCAP...11..074T
2025JCAP...11..049Z,Enhancing DESI DR1 full-shape analyses using HOD-informed priors,2025,11,Journal of Cosmology and Astroparticle Physics,2025,049,60,1,18,cosmological parameters from LSS; galaxy clustering; power spectrum; Bayesian reasoning; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/11/049,arXiv:2504.10407,https://ui.adsabs.harvard.edu/abs/2025JCAP...11..049Z
2025Galax..13..127F,Late-Time Radio Diagnostics of Magnetar Magnetic Burial and Reemergence in GRB Afterglows,2025,11,Galaxies,13,127,5,1,0,gamma-ray bursts (GRBs); Hall─Ohmic diffusion; late-time energy injection; late-time radio afterglow; magnetars; magnetic burial; magnetic reemergence; pulsar-wind nebula (PWN); supernova ejecta; synchrotron radiation,10.3390/galaxies13060127,,https://ui.adsabs.harvard.edu/abs/2025Galax..13..127F
2025ApJ...994..134D,The Draco Dwarf Spheroidal Galaxy in the First Year of Dark Energy Spectroscopic Instrument Data,2025,11,The Astrophysical Journal,994,134,43,1,7,Draco dwarf galaxy; Dwarf galaxies; Galaxy evolution; Local Group; 408; 416; 594; 929; Astrophysics of Galaxies,10.3847/1538-4357/ae0a37,arXiv:2509.21822,https://ui.adsabs.harvard.edu/abs/2025ApJ...994..134D
2025ApJ...993L..25A,GW231123: A Binary Black Hole Merger with Total Mass 190─265 M<SUB>⊙</SUB>,2025,11,The Astrophysical Journal Letters,993,L25,200,0,256,LIGO; Gravitational waves; Astrophysical black holes; Intermediate-mass black holes; 920; 678; 98; 816; High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.3847/2041-8213/ae0c9c,arXiv:2507.08219,https://ui.adsabs.harvard.edu/abs/2025ApJ...993L..25A
2025ApJ...993L..21A,"GW241011 and GW241110: Exploring Binary Formation and Fundamental Physics with Asymmetric, High-spin Black Hole Coalescences",2025,11,The Astrophysical Journal Letters,993,L21,200,0,76,Gravitational wave astronomy; Gravitational wave detectors; Astrophysical black holes; Compact binary stars; General relativity; 675; 676; 98; 283; 641; High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.3847/2041-8213/ae0d54,arXiv:2510.26931,https://ui.adsabs.harvard.edu/abs/2025ApJ...993L..21A
2025ApJ...993..249Y,"The Dark Matter Content of Milky Way Dwarf Spheroidal Galaxies: Draco, Sextans, and Ursa Minor",2025,11,The Astrophysical Journal,993,249,53,1,14,Dark matter; Dwarf spheroidal galaxies; Galaxy dynamics; 353; 420; 591; Astrophysics of Galaxies; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae07ce,arXiv:2507.02284,https://ui.adsabs.harvard.edu/abs/2025ApJ...993..249Y
2025ApJ...993...92N,A Comprehensive Characterization of Galaxy-cool CGM Connections at z < 0.4 with DESI Year 1 Data,2025,11,The Astrophysical Journal,993,92,44,1,7,Circumgalactic medium; Spectroscopy; Extragalactic astronomy; 1879; 1558; 506; Astrophysics of Galaxies,10.3847/1538-4357/ae0613,arXiv:2503.11139,https://ui.adsabs.harvard.edu/abs/2025ApJ...993...92N
2025A&A...704A..17H,Investigating solid-state CH<SUB>3</SUB>OH formation with chemical modelling,2025,11,Astronomy and Astrophysics,704,A17,4,2,2,astrochemistry; ISM: abundances; ISM: clouds; ISM: molecules; Astrophysics of Galaxies,10.1051/0004-6361/202556145,arXiv:2509.22203,https://ui.adsabs.harvard.edu/abs/2025A&A...704A..17H
2025NatAs...9.1879G,Dynamical dark energy in light of the DESI DR2 baryonic acoustic oscillations measurements,2025,12,Nature Astronomy,9,1879,60,1,125,Cosmology and Nongalactic Astrophysics,10.1038/s41550-025-02669-6,arXiv:2504.06118,https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1879G
2025MNRAS.544.2080M,Spectroscopic Characterization of redMaPPer Galaxy Clusters with DESI,2025,12,Monthly Notices of the Royal Astronomical Society,544,2080,47,1,5,galaxies: clusters: general; galaxies: general; galaxies: groups: general; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1093/mnras/staf1831,arXiv:2506.06249,https://ui.adsabs.harvard.edu/abs/2025MNRAS.544.2080M
2025JCAP...12..053H,The Lyman-α forest from LBGs: First 3D correlation measurement with DESI and prospects for cosmology,2025,12,Journal of Cosmology and Astroparticle Physics,2025,053,53,1,4,baryon acoustic oscillations; dark energy experiments; high redshift galaxies; Lyman alpha forest; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/12/053,arXiv:2507.21852,https://ui.adsabs.harvard.edu/abs/2025JCAP...12..053H
2025FrASS..1273311P,Fast radio bursts as cosmological proxies: estimating the hubble constant,2025,12,Frontiers in Astronomy and Space Sciences,12,1573311,4,3,11,fast radio bursts; cosmology; hubble constant; statistical methods; transient; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.3389/fspas.2025.1573311,arXiv:2502.08509,https://ui.adsabs.harvard.edu/abs/2025FrASS..1273311P
2025ApJ...995L..18A,GWTC-4.0: An Introduction to Version 4.0 of the Gravitational-Wave Transient Catalog,2025,12,The Astrophysical Journal Letters,995,L18,200,0,131,Gravitational wave astronomy; Gravitational wave detectors; Gravitational wave sources; Stellar mass black holes; Neutron stars; 675; 676; 677; 1611; 1108; General Relativity and Quantum Cosmology; High Energy Astrophysical Phenomena,10.3847/2041-8213/ae0c06,arXiv:2508.18080,https://ui.adsabs.harvard.edu/abs/2025ApJ...995L..18A
2025ApJ...995..220L,DESI Spectroscopy of HETDEX Emission-line Candidates. I. Line Discrimination Validation,2025,12,The Astrophysical Journal,995,220,53,1,7,Redshift surveys; Astronomical methods; 1378; 1043; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae1ae6,arXiv:2503.02229,https://ui.adsabs.harvard.edu/abs/2025ApJ...995..220L
2025ApJ...995..126N,ODIN: Probing the LAE Lyα Luminosity Function across Cosmic Time and Different Environments,2025,12,The Astrophysical Journal,995,126,56,1,6,Luminosity function; Lyman-alpha galaxies; Galaxy environments; 942; 978; 2029; Astrophysics of Galaxies,10.3847/1538-4357/ae1969,arXiv:2506.14510,https://ui.adsabs.harvard.edu/abs/2025ApJ...995..126N
2025ApJ...994..230G,The Southern Photometrical Local Universe Survey (S-PLUS): Searching for Metal-poor Dwarf Galaxies,2025,12,The Astrophysical Journal,994,230,25,1,3,Dwarf galaxies; Interstellar medium; Star formation; Galaxy evolution; Metallicity; 416; 847; 1569; 594; 1031; Astrophysics of Galaxies,10.3847/1538-4357/ae1116,arXiv:2501.18498,https://ui.adsabs.harvard.edu/abs/2025ApJ...994..230G
2025AdSpR..76.7190S,Global complexity signatures of solar cycles: A unified Entropy-Fractal survey of OMNI solar wind data (1964─2025),2025,12,Advances in Space Research,76,7190,3,2,1,Heliospheric medium; Solar cycles; Complexity analysis; Entropy; Fractal dimensions; Algorithmic complexity; 28A80; 28D20; 37B40; 94A17; 85A35; 70K55; 85A20; 86A10; 37A60,10.1016/j.asr.2025.09.072,,https://ui.adsabs.harvard.edu/abs/2025AdSpR..76.7190S
2026RASTI...5ag046M,A new methodology for classifying eclipsing binaries with Kepler data and deep learning,2026,1,RAS Techniques and Instruments,5,rzag046,5,1,0,eclipsing binaries; methods: data analysis; methods: statistical; techniques: photometric; stars: variables: general; Machine Learning; Solar and Stellar Astrophysics,10.1093/rasti/rzag046,arXiv:2606.19295,https://ui.adsabs.harvard.edu/abs/2026RASTI...5ag046M
2026MNRAS.545f2035G,Modelling the impact of quasar redshift errors on the full-shape analysis of correlations in the Lyman-α forest,2026,1,Monthly Notices of the Royal Astronomical Society,545,staf2035,48,1,5,dark energy; distance scale; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1093/mnras/staf2035,arXiv:2505.08789,https://ui.adsabs.harvard.edu/abs/2026MNRAS.545f2035G
2026JCAP...01..041C,Cosmological neutrino mass: a frequentist overview in light of DESI,2026,1,Journal of Cosmology and Astroparticle Physics,2026,041,54,1,14,cosmological parameters from LSS; Frequentist statistics; neutrino masses from cosmology; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/01/041,arXiv:2507.12401,https://ui.adsabs.harvard.edu/abs/2026JCAP...01..041C
2026AdSpR..77..410G,"Estimation of dam water volume in northern Sinaloa, Mexico using Landsat imagery and artificial intelligence models",2026,1,Advances in Space Research,77,410,4,4,0,Monitoring; Water indices; Multispectral images; Machine learning; Google Earth Engine,10.1016/j.asr.2025.09.101,,https://ui.adsabs.harvard.edu/abs/2026AdSpR..77..410G
2026PASP..138b4505M,An Efficient Framework for Automatic Carbon Star Detection Using Machine Learning Techniques on LAMOST DR9 and Gaia DR3,2026,2,Publications of the Astronomical Society of the Pacific,138,024505,7,6,1,Carbon stars; Stellar classification; Astrostatistics techniques; 0199; 1589; 1886,10.1088/1538-3873/ae3f57,,https://ui.adsabs.harvard.edu/abs/2026PASP..138b4505M
2026MNRAS.546f1854C,The dynamics of S-stars and G-sources orbiting a supermassive compact object made of fermionic dark matter,2026,2,Monthly Notices of the Royal Astronomical Society,546,staf1854,7,0,6,stars: Galaxy: kinematics and dynamics; Galaxy: centre; Galaxy: structure; dark matter; Astrophysics of Galaxies,10.1093/mnras/staf1854,arXiv:2510.19087,https://ui.adsabs.harvard.edu/abs/2026MNRAS.546f1854C
2026MNRAS.545f2069W,Galaxy-multiplet clustering from DESI DR2,2026,2,Monthly Notices of the Royal Astronomical Society,545,staf2069,47,1,3,methods: data analysis; large-scale structure of Universe; cosmology: observations; Cosmology and Nongalactic Astrophysics,10.1093/mnras/staf2069,arXiv:2511.15354,https://ui.adsabs.harvard.edu/abs/2026MNRAS.545f2069W
2026JCAP...02E..02A,Erratum: DESI 2024 V: Full-Shape Galaxy Clustering from Galaxies and Quasars,2026,2,Journal of Cosmology and Astroparticle Physics,2026,E02,199,1,0,,10.1088/1475-7516/2026/02/E02,,https://ui.adsabs.harvard.edu/abs/2026JCAP...02E..02A
2026Galax..14...10S,Estimating H I Mass Fraction in Galaxies with Bayesian Neural Networks,2026,2,Galaxies,14,10,3,1,0,21 cm line; Arecibo Legacy Fast ALFA (ALFALFA) survey; Bayesian neural networks; galaxy evolution; gas fraction; machine learning; neutral atomic hydrogen (H I); optical/UV photometry; photometric gas fraction (PGF); Sloan Digital Sky Survey (SDSS),10.3390/galaxies14010010,,https://ui.adsabs.harvard.edu/abs/2026Galax..14...10S
2026ApJS..282...41H,A New Way to Discover Strong Gravitational Lenses: Pairwise Spectroscopic Search from DESI DR1,2026,2,The Astrophysical Journal Supplement Series,282,41,51,1,2,Strong gravitational lensing; Gravitational lensing; Galaxy spectroscopy; Sky surveys; Redshift surveys; Dwarf galaxies; 1643; 670; 2171; 1464; 1378; 416; Astrophysics of Galaxies; Instrumentation and Methods for Astrophysics,10.3847/1538-4365/ae27ce,arXiv:2509.16033,https://ui.adsabs.harvard.edu/abs/2026ApJS..282...41H
2026ApJ...998..263L,A Unified Photometric Redshift Calibration for Weak Lensing Surveys Using the Dark Energy Spectroscopic Instrument,2026,2,The Astrophysical Journal,998,263,64,1,7,Redshift surveys; Weak gravitational lensing; Astrostatistics; 1378; 1797; 1882; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae3165,arXiv:2510.25419,https://ui.adsabs.harvard.edu/abs/2026ApJ...998..263L
2026ApJ...998...69H,DESI Strong Lens Foundry. I. HST Observations and Modeling with GIGA-Lens,2026,2,The Astrophysical Journal,998,69,59,1,19,Gravitational lensing; Strong gravitational lensing; Galaxy spectroscopy; Infrared spectroscopy; Bayesian statistics; GPU computing; 670; 1643; 2171; 2285; 1900; 1969; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ae22d2,arXiv:2502.03455,https://ui.adsabs.harvard.edu/abs/2026ApJ...998...69H
2026AJ....171...71R,The Compilation and Validation of the Spectroscopic Redshift Catalogs for the DESI-COSMOS and DESI-XMM-LSS Fields,2026,2,The Astronomical Journal,171,71,77,1,11,Cosmology; Galaxy spectroscopy; Spectroscopy; Galaxies; Redshift surveys; Catalogs; Photometry; Galaxy photometry; 343; 2171; 1558; 573; 1378; 205; 1234; 611; Cosmology and Nongalactic Astrophysics,10.3847/1538-3881/ae1fde,arXiv:2508.09286,https://ui.adsabs.harvard.edu/abs/2026AJ....171...71R
2026A&A...706A.213R,Bulgeless Evolution And the Rise of Discs (BEARD): II. The role of mergers in shaping the Milky Way analogues in TNG50,2026,2,Astronomy and Astrophysics,706,A213,23,0,2,methods: data analysis; methods: numerical; galaxies: evolution; galaxies: formation; galaxies: interactions; galaxies: spiral; Astrophysics of Galaxies,10.1051/0004-6361/202556875,arXiv:2605.18948,https://ui.adsabs.harvard.edu/abs/2026A&A...706A.213R
2026A&A...706A.128M,Bulgeless Evolution And the Rise of Discs (BEARD): I. Physical drivers of the mass─size relation for Milky Way-like galaxies,2026,2,Astronomy and Astrophysics,706,A128,23,0,3,methods: data analysis; methods: numerical; methods: observational; galaxies: evolution; galaxies: photometry; galaxies: spiral; Astrophysics of Galaxies,10.1051/0004-6361/202557193,arXiv:2605.18976,https://ui.adsabs.harvard.edu/abs/2026A&A...706A.128M
2026JCAP...03..019E,Clustering analysis of medium-band selected high-redshift galaxies,2026,3,Journal of Cosmology and Astroparticle Physics,2026,019,60,1,3,redshift surveys; cosmological parameters from LSS; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/03/019,arXiv:2509.26467,https://ui.adsabs.harvard.edu/abs/2026JCAP...03..019E
2026IAUS..358....4V,The need for reinforcing the implementation of inclusion and diversity strategies as ordinary actions towards social and scientific development of our society,2026,3,"Astronomy for Equity, Diversity and Inclusion",358,4,1,1,0,Inclusion strategies; diversity in science; equity in STEM,10.1017/S1743921325001796,,https://ui.adsabs.harvard.edu/abs/2026IAUS..358....4V
2026ApJ..1000...33Q,The Binary Fraction of Stars in the Dwarf Galaxy Ursa Minor via Dark Energy Spectroscopic Instrument,2026,3,The Astrophysical Journal,1000,33,48,1,6,Binary stars; Dwarf galaxies; Ursa Minor dwarf spheroidal galaxy; 154; 416; 1753; Solar and Stellar Astrophysics; Astrophysics of Galaxies,10.3847/1538-4357/ae422d,arXiv:2512.04477,https://ui.adsabs.harvard.edu/abs/2026ApJ..1000...33Q
2026ApJ...999..241U,Bayesian Component Separation for DESI LAE Automated Spectroscopic Redshifts and Photometric Targeting,2026,3,The Astrophysical Journal,999,241,40,1,4,Lyman-alpha galaxies; Redshift surveys; Spectroscopy; Astronomy data analysis; 978; 1378; 1558; 1858; Instrumentation and Methods for Astrophysics; Cosmology and Nongalactic Astrophysics; Applications,10.3847/1538-4357/ae3f9a,arXiv:2504.06870,https://ui.adsabs.harvard.edu/abs/2026ApJ...999..241U
2026ApJ...999..198K,The DESI Single Fiber Lens Search. I. Four Thousand Spectroscopically Selected Galaxy─Galaxy Gravitational Lens Candidates,2026,3,The Astrophysical Journal,999,198,50,1,1,Strong gravitational lensing; Early-type galaxies; Starburst galaxies; Gravitational lensing; Einstein rings; 1643; 429; 1570; 670; 451; Astrophysics of Galaxies,10.3847/1538-4357/ae3f06,arXiv:2512.04275,https://ui.adsabs.harvard.edu/abs/2026ApJ...999..198K
2026ApJ...999..108L,The Milky Way Stellar Halo Is Twisted and Doubly Broken: Insights from DESI DR2 Milky Way Survey Observation,2026,3,The Astrophysical Journal,999,108,48,1,11,Milky Way stellar halo; Large Magellanic Cloud; Galaxy stellar content; 1060; 903; 621; Astrophysics of Galaxies; Solar and Stellar Astrophysics,10.3847/1538-4357/ae41b9,arXiv:2512.01350,https://ui.adsabs.harvard.edu/abs/2026ApJ...999..108L
2026AdSpR..77.6645S,Complexity and scaling descriptors as diagnostic predictors of heliophysical indices across solar-cycle timescales,2026,3,Advances in Space Research,77,6645,3,2,0,Heliospheric medium; Solar radio flux; Sunspots; Complexity; signal-shape descriptors; 28A80; 28D20; 37B40; 94A17; 70K55; 85A35; 85A20; 86A10; 37A60,10.1016/j.asr.2026.02.010,,https://ui.adsabs.harvard.edu/abs/2026AdSpR..77.6645S
2026AdSpR..77.6605M,"Corrigendum to ""Revealing the equilibrium dynamics of a binary system of prolate or oblate elliptical galaxies"". [Adv. Space Res. 73/9 (2024) 4868─4877]",2026,3,Advances in Space Research,77,6605,3,1,0,,10.1016/j.asr.2026.01.053,,https://ui.adsabs.harvard.edu/abs/2026AdSpR..77.6605M
2026A&A...708A..66C,Morphological variations of solar granules in the presence of magnetic fields,2026,3,Astronomy and Astrophysics,708,A66,4,0,0,Sun: evolution; Sun: granulation; Sun: magnetic fields; Sun: photosphere; Solar and Stellar Astrophysics,10.1051/0004-6361/202557284,arXiv:2602.15590,https://ui.adsabs.harvard.edu/abs/2026A&A...708A..66C
2026SoPh..301...55M,"Multiwavelength Multipoint Observations of the October 28, 2021 Type III Radio Burst",2026,4,Solar Physics,301,55,9,1,0,Flares; Solar radio emissions; Type III; Magnetic fields; Corona; Physical Sciences; Astronomical and Space Sciences; Atomic; Molecular; Nuclear; Particle and Plasma Physics; Other Physical Sciences,10.1007/s11207-026-02647-9,,https://ui.adsabs.harvard.edu/abs/2026SoPh..301...55M
2026SoPh..301...49H,Design and Implementation of a Multi-Element Solar Radio Interferometer at 1.42 GHz,2026,4,Solar Physics,301,49,5,5,0,Instrumentation and data management; Radio emission; active regions; Radio emission; quiet; Radio bursts; microwave (mm; cm),10.1007/s11207-025-02584-z,,https://ui.adsabs.harvard.edu/abs/2026SoPh..301...49H
2026MNRAS.547ag010N,Identifying Anomalous DESI Galaxy Spectra with a Variational Autoencoder,2026,4,Monthly Notices of the Royal Astronomical Society,547,stag010,46,1,4,methods: data analysis; methods: statistical; techniques: spectroscopic; galaxies: peculiar; Instrumentation and Methods for Astrophysics; Cosmology and Nongalactic Astrophysics,10.1093/mnras/stag010,arXiv:2506.17376,https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag010N
2026JCAP...04..080C,Inference of the linear matter power spectrum at z = 0 using DESI DR1 Full-Shape data,2026,4,Journal of Cosmology and Astroparticle Physics,2026,080,52,1,4,galaxy clustering; power spectrum; redshift surveys; cosmological parameters from LSS; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/04/080,arXiv:2507.16590,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..080C
2026JCAP...04..058V,Combined tracer analysis for DESI 2024 BAO,2026,4,Journal of Cosmology and Astroparticle Physics,2026,058,67,1,3,baryon acoustic oscillations; cosmological simulations; galaxy clustering; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/04/058,arXiv:2508.05467,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..058V
2026JCAP...04..048K,DESI DR1 Lyα 1D power spectrum: Validation of estimators,2026,4,Journal of Cosmology and Astroparticle Physics,2026,048,56,1,5,Lyman alpha forest; power spectrum; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/04/048,arXiv:2509.13593,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..048K
2026JCAP...04..033G,Gravitational wave oscillations in Multi-Proca dark energy models,2026,4,Journal of Cosmology and Astroparticle Physics,2026,033,2,1,0,dark energy theory; gravitational waves / sources; Cosmology and Nongalactic Astrophysics; General Relativity and Quantum Cosmology,10.1088/1475-7516/2026/04/033,arXiv:2512.17088,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..033G
2026JCAP...04..026L,The DESI DR1 peculiar velocity survey: growth rate measurements from the maximum likelihood fields method,2026,4,Journal of Cosmology and Astroparticle Physics,2026,026,63,1,7,cosmic flows; cosmological parameters from LSS; galaxy clustering; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/04/026,arXiv:2512.03229,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..026L
2026JCAP...04..004Z,H <SUB>0</SUB> without the sound horizon (or supernovae): A 2% measurement in DESI DR1,2026,4,Journal of Cosmology and Astroparticle Physics,2026,004,61,1,8,cosmological parameters from LSS; physics of the early universe; power spectrum; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/04/004,arXiv:2510.19149,https://ui.adsabs.harvard.edu/abs/2026JCAP...04..004Z
2026Galax..14...35N,Characterizing Drift-Limited Performance in Unguided Astrophotography with Large-Aperture Newtonian Telescopes,2026,4,Galaxies,14,35,2,2,0,Astrophotography; deep-sky imaging; manual drift correction; equatorial observation,10.3390/galaxies14020035,,https://ui.adsabs.harvard.edu/abs/2026Galax..14...35N
